SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
"3-hydroxy-4-methylanthranilyl-[aryl-carrier protein],NADH:oxygen oxidoreductase (5-hydroxylating)","['3-hydroxy-4-methylanthranilyl-[aryl-carrier protein]', '3-hydroxy-4-methylanthranilyl-[aryl-carrier protein] [CPD:C21375];', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]']","['3,5-dihydroxy-4-methylanthranilyl-[aryl-carrier protein]', '3,5-dihydroxy-4-methylanthranilyl-[aryl-carrier protein] [CPD:C21376];', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];']",0,0,0
histamine:oxygen oxidoreductase (deaminating),"['histamine [CPD:C00388];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['(imidazol-4-yl)acetaldehyde;', 'NH3 [CPD:C00014];', 'H2O2 [CPD:C00027]']",0,0,0
"abieta-7,13-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)","['O2', 'O2 [CPD:C00007]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024];', '[reduced NADPH-hemoprotein reductase]', 'abieta-7,13-diene [CPD:C11878];', 'abietadiene']","['H2O', 'H2O [CPD:C00001]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161];', '[oxidized NADPH-hemoprotein reductase]', 'abieta-7,13-dien-18-ol [CPD:C11882];', 'abietadienol']",0,0,0
"L-kynurenine,NADPH:oxygen oxidoreductase (3-hydroxylating)","['5-bromo-L-kynurenine', '5-chloro-L-kynurenine', 'H+', 'H+ [CPD:C00080];', 'L-kynurenine', 'L-kynurenine [CPD:C00328];', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'kynurenine', 'more', 'o-hydroxybenzoyl-DL-alanine']","['3-hydroxy-L-kynurenine', '3-hydroxy-L-kynurenine [CPD:C03227];', '3-hydroxy-kynurenine', '5-bromo-3-hydroxy-L-kynurenine', '5-chloro-3-hydroxy-L-kynurenine', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
"zeaxanthin,reduced ferredoxin:oxygen oxidoreductase","['2 H+', '2 O2', '2 reduced ferredoxin [iron-sulfur] cluster', '4 H+', '4 reduced ferredoxin [iron-sulfur] cluster', 'H+ [CPD:C00080];', 'O2', 'O2 [CPD:C00007];', 'antheraxanthin', 'antheraxanthin [CPD:C08579]', 'lutein', 'more', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138];', 'zeaxanthin', 'zeaxanthin [CPD:C06098];']","['2 H2O', '2 oxidized ferredoxin [iron-sulfur] cluster', '4 oxidized ferredoxin [iron-sulfur] cluster', '?', 'H2O', 'H2O [CPD:C00001];', 'antheraxanthin', 'antheraxanthin [CPD:C08579]', 'lutein-5,6-epoxide', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139];', 'violaxanthin', 'violaxanthin [CPD:C08614];']",0,0,0
"(+)-camphor,reduced putidaredoxin:oxygen oxidoreductase (5-hydroxylating)","['(+)-alpha-pinene', '(+)-camphor', '(+)-camphor [CPD:C00808];', '(+)-exo-5-hydroxycamphor', '(1R)-(+)-camphor', '(1R)-5,5-difluorocamphor', '(1R)-5-exo-methoxycamphor', '(1R)-5-methylenylcamphor', '(1R)-camphor', '(1R)-camphor N-methyl imine', '(1R)-camphor enol ether', '(1R)-camphor oxime', '(1R)-endo-borneol allyl ether', '(1R)-endo-borneol methyl ether', '(1R)-endo-borneol propyl ether', '(1R)-iso-borneol methyl ether', '(1R)-norcamphor', '(1S)-camphor', '(4S)-limonene', '(R)-3-ethylhexanol', '(R)-exo-5-hydroxycamphor', '(S)-3-ethylhexanol', '1,2,4,5-tetrachlorobenzene', '1,2-campholide', '1,2-dibromo-3-chloropropane', '1,2-dichlorobenzene', '1,3,5-trichlorobenzene', '1,3-dichlorobenzene', '1,4-dichlorobenzene', '1-dehydrocamphor', '1-ethyl-2-methylbenzene', '1-ethyl-3-methylbenzene', '1-ethyl-4-methylbenzene', '1-methylimidazole', '2-adamantanone', '3 2-methylpentane', '3 reduced ferreredoxin', '3-chloroindole', '3-chloroperbenzoic acid', '5,5-difluorocamphor', '5-exo-bromocamphor', '5-methylenyl-camphor', 'DL-camphor', 'H+', 'NADH', 'O2', 'O2 [CPD:C00007]', 'adamantane', 'adamantanone', 'adamantenone', 'benzo[a]pyrene', 'beta-ionone', 'camphane', 'cyclooctane', 'ethylbenzene', 'fluoranthene', 'hexane', 'imidazole', 'indole', 'isoborneol', 'linalool', 'more', 'norcamphor', 'peracetic acid', 'phenanthrene', 'putidaredoxin', 'pyrene', 'reduced ferredoxin', 'reduced ferreredoxin', 'reduced putidaredoxin', 'reduced putidaredoxin [CPD:C02069];', 'thiocamphor']","['(+)-cis-verbenol', '(+)-exo-5-hydroxycamphor', '(+)-exo-5-hydroxycamphor [CPD:C03448];', '(+)-myrtenol', '(+)-verbenone', '(R)-exo-5-hydroxycamphor', '1,6-pyrenequinone', '1,8-pyrenequinone', '1-adamantol', '1-bromo-3-chloroacetone', '1-phenanthrol', '1-phenylethanol', '1-pyrenol', '2,3,5,6-tetrachlorophenol', '2,3-dichlorophenol', '2,4,6-trichlorophenol', '2,4-dichlorophenol', '2,5-dichlorophenol', '2,5-diketocamphane', '2,6-dichlorophenol', '2-adamantol', '2-ethyl-1,2-hexanediol', '2-ethyl-1,3-hexanediol', '2-ethyl-1,4-hexanediol', '2-ethylhexanoic acid', '2-ethylhexanoic aicd', '2-methyl-pentan-2-ol', '2-methyl-pentan-3-ol', '2-methyl-pentan-4-ol', '2-phenanthrol', '2-pyrenol', '3 oxidized ferredoxin', '3,4-dichlorophenol', '3-fluoranthol', '3-hydroxybenzo[a]pyrene', '3-hydroxyindole', '3-phenanthrol', '4-hydroxy-beta-ionone', '4-phenanthrol', '5,5-difluoro-9-hydroxycamphor', '5-exo-(1R)-hydroxycamphor', '5-exo-hydroxy-1,2-campholide', '5-hydroxy-2-adamantanone', '5-ketocamphor', '5-oxocamphor', '8-hydroxy-linalool', '?', 'Br-', 'Cl-', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'allyl chloride', 'borneol', 'cyclooctanol', 'cyclooctanone', 'exo-5,6-epoxycamphor', 'exo-5-hydroxycamphor', 'hexan-2-ol', 'hexan-3-ol', 'isatin', 'oxidized ferredoxin', 'oxidized putidaredoxin', 'oxidized putidaredoxin [CPD:C03302];', 'putidaredoxin']",0,0,0
glutathione:NADP+ oxidoreductase (CoA-acylating),"['CoA [CPD:C00010];', 'glutathione [CPD:C00051];', 'NADP+ [CPD:C00006]']","['CoA-glutathione [CPD:C00920];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
coproporphyrinogen-III:oxygen oxidoreductase (coproporphyrin-forming),"['coproporphyrinogen III [CPD:C03263];', 'O2 [CPD:C00007]']","['coproporphyrin III [CPD:C05770];', 'H2O2 [CPD:C00027]']",0,0,0
acetate:CoA ligase (AMP-forming),"['ATP [CPD:C00002];', 'acetate [CPD:C00033];', 'CoA [CPD:C00010]']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', 'acetyl-CoA [CPD:C00024]']",0,0,0
"senecionine,NADPH:oxygen oxidoreductase (N-oxide-forming)","['H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'atropine', 'axillaridine', 'axillarine', 'cysteamine', 'heliotrine', 'indicine', 'lycopsamine', 'monocrotaline', 'more', 'nicotine', 'phalaenopsine', 'retronecine', 'retrorsine', 'rinderine', 'sarracine', 'senecionine', 'senecionine [CPD:C06176];', 'seneciphylline', 'senecivernine', 'triangularine']","['?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];', 'atropine N-oxide', 'axillaridine N-oxide', 'axillarine N-oxide', 'cysteamine N-oxide', 'heliotrine N-oxide', 'indicine N-oxide', 'lycopsamine N-oxide', 'monocrotaline N-oxide', 'nicotine N-oxide', 'phalaenopsine N-oxide', 'retronecine N-oxide', 'retrorsine N-oxide', 'rinderine N-oxide', 'sarracine N-oxide', 'senecionine N-oxide', 'senecionine N-oxide [CPD:C15612];', 'seneciphylline N-oxide', 'senecivernine N-oxide', 'triangularine N-oxide']",0,0,0
"(+)-pulegone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (9-hydroxylating)","['(+)-pulegone', '(+)-pulegone [CPD:C09893];', 'O2', 'O2 [CPD:C00007]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024];', '[reduced NADPH-hemoprotein reductase]', 'more']","['(+)-menthofuran', '(+)-menthofuran [CPD:C18025];', '?', 'H2O', 'H2O [CPD:C00001]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161];', '[oxidized NADPH-hemoprotein reductase]']",0,0,0
beta-lactam hydrolase,"['beta-lactam [CPD:C01866];', 'H2O [CPD:C00001]']",['substituted beta-amino acid [CPD:C03806]'],0,0,0
"2-heptyl-4(1H)-quinolone,NADH:oxygen oxidoreductase (3-hydroxylating)","['2-heptyl-4(1H)-quinolone', '2-heptyl-4(1H)-quinolone [CPD:C20643];', '2-nonyl-4(1H)-quinolone', '2-pentyl-4(1H)-quinolone', '2-propyl-4(1H)-quinolone', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'O2', 'O2 [CPD:C00007]']","['2-heptyl-3-hydroxy-4(1H)-quinolone', '2-heptyl-3-hydroxy-4(1H)-quinolone [CPD:C11848];', '3-hydroxy-2-nonyl-4(1H)-quinolone', '3-hydroxy-2-pentyl-4(1H)-quinolone', '3-hydroxy-2-propyl-4(1H)-quinolone', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+']",0,0,0
L-ornithine carboxy-lyase (putrescine-forming),['L-ornithine [CPD:C00077]'],"['putrescine [CPD:C00134];', 'CO2 [CPD:C00011]']",0,0,0
[formate C-acetyltransferase]-glycine dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving),"['S-adenosyl-L-methionine [CPD:C00019];', 'dihydroflavodoxin [CPD:C05196];', '[formate C-acetyltransferase]-glycine']","[""5'-deoxyadenosine [CPD:C05198];"", 'L-methionine [CPD:C00073];', 'flavodoxin semiquinone [CPD:C05199];', '[formate C-acetyltransferase]-glycin-2-yl radical']",0,0,0
NADPH:NAD+ oxidoreductase (H+-transporting),"['NADPH [CPD:C00005];', 'NAD+ [CPD:C00003];', 'H+[side 1]']","['NADP+ [CPD:C00006];', 'NADH [CPD:C00004];', 'H+[side 2]']",0,0,0
glutamate racemase,['L-glutamate [CPD:C00025]'],['D-glutamate [CPD:C00217]'],0,0,0
"5-pyridoxate,NADPH:oxygen oxidoreductase (ring-opening)","['3-hydroxy-2-methylpyridine-5-carboxylic acid', '3-hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate', '3-hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate [CPD:C04773];', '5-pyridoxic acid', 'H+ [CPD:C00080];', 'H3O+', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more']","['2-(acetamidomethylene)-3-(hydroxymethyl)succinate', '2-(acetamidomethylene)-3-(hydroxymethyl)succinate [CPD:C04690];', '2-(acetylaminomethylene)succinate', '2-[(acetylamino)methylene]succinate', '?', 'H2O', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006]']",0,0,0
spermidine:acceptor oxidoreductase,"['spermidine [CPD:C00315];', 'acceptor [CPD:C00028];', 'H2O [CPD:C00001]']","['propane-1,3-diamine [CPD:C00986];', '4-aminobutanal [CPD:C00555];', 'reduced acceptor [CPD:C00030]']",0,0,0
"substrate,NADPH---hemoprotein reductase:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)","['(+)-camphor', '(-)-alpha-pinene', '(-)-beta-pinene', '(1R)-cis-permethrin', '(1R)-trans-permethrin', '(1S)-cis-permethrin', '(1S)-trans-permethrin', '(R)-(+)-limonene', '(S)-(-)-limonene', '(S)-nicotine', '(methylsulfanyl)benzene', '1,4-dimethoxybenzene', '1-chloro-4-(methylsulfanyl)benzene', '1-chloro-4-ethenylbenzene', '1-methoxy-4-(methylsulfanyl)benzene', '10-p-nitrophenoxydecanoic acid', '11-oxoprogesterone', '12-methyl-myristic acid', '12-methyl-tetradecanoic acid', '13-methyl-myristic acid', '13-methyl-tetradecanoic acid', ""2 3,5,4'-trimethoxy-trans-stilbene"", '2 NADPH', '2 O2', '2 [reduced NADPH-hemoprotein reductase]', '2,3-dihydroindene', '2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine', '2-amino-3-methylimidazo[4,5-f]quinoline', '2-hydroxy-1-(4-hydroxyphenyl)guanidine', '3 NADPH', '3 O2', '3 geranylacetone', '3,5-dimethoxy-trans-stilbene', '3,7-dimethyl-1-octanol', '3-[2-(N,N-diethyl-N-methylammonium)ethyl]-7-methoxy-4-methylcoumarin', '3-cyano-7-ethoxycoumarin', '3-methoxybenzoic acid', '4-(methylnitrosamino)-1-(3pyridyl)-1-butanone', '4-chlorostyrene', '4-chlorothioanisole', '4-fluorothioanisole', '4-methoxythioanisole', '4-methylstyrene', '4-nitroanisole', '4-tolylmethylsulfide', '6beta-hydroxytestosterone', '7-ethoxy-4-trifluoromethylcoumarin', '7-ethoxy-trifluoromethylcoumarin', '7-ethoxycoumarin', '7-ethoxyresorufin', '7-hydroxycoumarin', '7-methoxy-4-(trifluoromethyl)-coumarin', '7-methoxycoumarin', '7-methoxyresorufin', '7-propoxycoumarin', 'H+', 'H2O2', ""N'-nitrosonornicotine"", 'N-acetylindole', 'NAD(P)H', 'NADH', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'RH', 'RH [CPD:C01371];', 'S-mephenytoin', '[reduced NADPH---hemoprotein reductase] [CPD:C03024];', '[reduced NADPH-hemoprotein reductase]', 'acenaphthene', 'adrenic acid', 'aflatoxin B1', 'alpha-ionone', 'aminopyrine', 'amiprofos-methyl', 'anisole', 'anthraquinone-1,5-disulfonic acid', 'anthraquinone-1,8-disulfonic acid', 'anthraquinone-1-sulfonic acid', 'anthraquinone-2,6-disulfonic acid', 'anthraquinone-2-sulfonic acid', 'apigenin', 'arachidonic acid', 'aryl hydrocarbons', 'avermectin', 'bentazon', 'benzo(a)pyrene', 'benzo(ghi)perylene', 'benzo-pyrene', 'benzoic acid', 'benzyl methyl sulfide', 'bergapten', 'beta-ionone', 'bispyribac-sodium', 'capric acid', 'caprylic acid', 'chlormadinone acetate', 'chlorotoluron', 'chlorzoxazone', 'cinnamic acid', 'compactin', 'coumarin', 'cytochrome c', 'daidzein', 'decanoic acid', 'dibenzylfluorescein', 'diclofop', 'dihydronaphthalene', 'dimethylaniline', 'docosahexaenoic acid', 'dodecanoic acid', 'eicosapentaenoic acid', 'eicosenoic acid', 'elymoclavine', 'eriodictyol', 'erythromycin', 'ethyl methyl sulfide', 'ethyl phenyl sulfide', 'ethylbenzene', 'farnesol', 'fenoxaprop-ethyl', 'fenthion', 'fenthion-sulfoxide', 'fluoranthene', 'fluorene', 'fluoxetine', 'genistein', 'geraniol', 'giberellic acid GA12', 'giberellic acid GA4', 'giberellic acid GA9', 'hexadecanoic acid', 'indene', 'indole', 'isopimpinellin', 'ketoconazole', 'lauric acid', 'linoleic acid', 'luteolin', 'm-xylene', 'macrolide YC-17', 'medroxyprogesterone acetate', 'mefenacet', 'methyl 10,11-epoxyfarnesoate', 'methyl 4-methylphenyl sulfide', 'methyl farnesoate', 'methyl phenyl sulfide', 'methylphenylsulfide', 'methyltestosterone', 'metolachlor', 'more', 'myristic acid', 'naphthalene', 'narbomycin', 'naringenin', 'nerylacetone', 'nonylphenol', 'norflurazon', 'octane', 'okadaic acid', 'oleandomycin', 'oleic acid', 'omega-(p-nitrophenyl)decanoic acid', 'omega-(p-nitrophenyl)dodecanoic acid', 'omega-(p-nitrophenyl)octanoic acid', 'p-chlorothioanisole', 'p-fluorothioanisole', 'p-methoxythioanisole', 'p-nitrophenol', 'p-tolyl methyl sulfide', 'p-xylene', 'palmitic acid', 'palmitoleic acid', 'pendimethalin', 'phenanthrene', 'phenyl ethyl sulfide', 'phenyl methyl sulfide', 'pilocarpine', 'progesterone', 'propylbenzene', 'prostaglandin', 'prostaglandin A1', 'prostaglandin A2', 'prostaglandin D2', 'prostaglandin E1', 'prostaglandin E2', 'prostaglandin F2alpha', 'psoralen', 'pyrene', 'pyributicarb', 'quinine', 'reduced donor', 'reduced flavoprotein', 'reduced putidaredoxin', 'sertraline', 'simvastatin', 'stearic acid', 'styrene', 'testosterone', 'testosterone enanthate', 'tetradecanoic acid', 'thiobencarb', 'tolbutamide', 'toluene', 'trifluralin', 'xanthotoxin']","['(+)-exo-5-hydroxycamphor', '(1S)-1-phenylethan-1-ol', '(1S)-2,3-dihydroinden-1-ol', '(2Z)-2-(3-oxo-1,3-dihydro-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one', '(3Z)-3-(3-oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one', '(4-chlorophenyl)(methyl)sulfaniumolate', '(4-chlorophenyl)acetaldehyde', '(4-methoxyphenyl)(methyl)sulfaniumolate', '(9Z,12Z)-18-hydroxyoctadeca-9,12-dienoic acid', '(R)-1-phenyl-1-propanol', '(R)-1-phenylethanol', '(R)-cis-1,2-limonene epoxide', '(R)-styrene oxide', '(S)-inden-1-ol', '(S)-styrene oxide', '(S)-trans-1,2 limonene epoxide', '1-acenaphthenol', '1-acetyl-1,2-dihydro-3H-indol-3-one', '1-acetyl-1,3-dihydro-2H-indol-2-one', '1-naphthol', '1-phenylethan-1-one', '1-phenylethanone', '1-phenylethyl alcohol', '1-phenylpropan-1-one', '10-hydroxygeraniol', '11,12-epoxyeicosa-5,8,14-trienoic acid', '11-hydroxygeranylacetone', '14,15-epoxyeicosa-5,8,11-trienoic acid', '16alpha,17-epoxy GA12', '16alpha,17-epoxy GA4', '16alpha,17-epoxy GA9', '18-hydroxyarachidonic acid', '19-hydroxyeicosapentaenoic acid', '19-hydroxyeicosatetraenoic acid', '2 H2O', '2 NADP+', '2 [oxidized NADPH-hemoprotein reductase]', '2,3-dihydroinden-1-one', '2,5-dimethylphenol', '2-(4-chlorophenyl)ethan-1-ol', '2-(4-chlorophenyl)oxirane', '2-phenylethanol', '2-phenylethyl alcohol', '20-hydroxy-prostaglandin', '20-hydroxy-prostaglandin A1', '20-hydroxy-prostaglandin A2', '20-hydroxy-prostaglandin D2', '20-hydroxy-prostaglandin E1', '20-hydroxy-prostaglandin E2', '20-hydroxy-prostaglandin F2alpha', '20-hydroxyeicosapentaenoic acid', '20-hydroxyeicosatetraenoic acid', '22-hydroxydocosahexaenoic acid', '3 H2O', '3 NADPH', ""3',8-dihydroxyapigenin"", ""3',8-dihydroxygenistein"", ""3'-hydroxydaidzein"", '3,4-dihydroxybenzoic acid', ""3,5-dihydroxy-4'-methoxy-trans-stilbene"", ""3-(4'-hydroxyphenoxy)-benzyl alcohol"", ""3-hydroxy-5,4'-dimethoxy-trans-stilbene"", '3-hydroxybenzoic acid', '3-hydroxyquinine', '3-methylbenzyl alcohol', '3-phenoxybenzyl alcohol', ""4''-oxo-avermectin"", '4-chlorostyrene oxide', '4-chlorothioanisole sulfoxide', '4-fluorothioanisole sulfoxide', '4-hydroxy-beta-ionone', '4-hydroxy-oleandomycin', '4-hydroxybenzoic acid', '4-methoxythioanisole sulfoxide', '4-methylstyrene oxide', '4-nitrophenol', '4-tolylmethylsulfoxide', '5,6-epoxygeranylacetone', '5,6-epoxynerylacetone', '6-beta-hydroxy-methyl-simvastatin', '6-hydroxy-3,7-dimethyl-1-octanol', '6-hydroxyeriodictyol', '6beta-hydroxytestosterone', '7-hydroxy-4-trifluoromethylcoumarin', '7-hydroxycoumarin', '8-hydroxyeriodictyol', '8-hydroxygeraniol', '9,10-epoxygeranylacetone', '9,10-epoxynerylacetone', '9-fluorenol', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD(P)+', 'NAD+', 'NADP+', 'NADPH', 'O2', 'ROH', 'ROH [CPD:C01335];', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161];', '[oxidized NADPH-hemoprotein reductase]', '[reduced NADPH-hemoprotein reductase]', 'benzaldehyde', 'benzyl alcohol', 'benzyl methyl sulfone', 'benzyl methyl sulfoxide', 'benzylalcohol', 'cis-carveol', 'coumarin', 'demethylsertraline', 'dihydronaphthalene oxide', 'eriodictyol', 'ethanol', 'ethyl methyl sulfoxide', 'ethyl phenyl sulfone', 'ethyl phenyl sulfoxide', 'fenthion-sulfone', 'formaldehyde', 'indenol', 'methyl 4-methylphenyl sulfone', 'methyl 4-methylphenyl sulfoxide', 'methyl phenyl sulfone', 'methyl phenyl sulfoxide', 'methyl(phenyl)sulfaniumolate', 'methylphenylsulfoxide', 'methymycin', 'myrtanal', 'myrtenol', 'n-decan-dicarboxylic acid', 'neomethymycin', 'novamethymycin', 'omega-hydroxy oleic acid', 'omega-hydroxy-myristic acid', 'oxidized flavoprotein', 'oxidized putidaredoxin', 'paspalic acid', 'phenyl methyl sulfoxide', 'pikromycin', 'pinene oxide', 'pino-carveol', 'reduced cytochrome c', 'resorufin', 'styrene oxide', 'verbenol']",0,0,0
putidaredoxin:NAD+ oxidoreductase,"['reduced putidaredoxin [CPD:C02069];', 'NAD+ [CPD:C00003]']","['oxidized putidaredoxin [CPD:C03302];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
alanine racemase,['L-alanine [CPD:C00041]'],['D-alanine [CPD:C00133]'],0,0,0
(S)-lactate:oxygen 2-oxidoreductase,"['(R)-lactate', '(S)-2-hydroxy-2-phenylacetate', '(S)-2-hydroxybutanoate', '(S)-lactate', '(S)-lactate [CPD:C00186];', '(S)-mandelic acid', '2,6-dichlorophenolindophenol', '2-hydroxy-2-(4-chlorophenyl)acetate', '2-hydroxy-2-(4-hydroxyphenyl)acetate', '2-hydroxy-2-(4-methoxyphenyl)acetate', '2-hydroxy-2-(4-methylphenyl)acetate', '2-hydroxy-2-(4-nitrophenyl)acetate', '2-hydroxy-2-phenylacetate', '2-hydroxybutanoate', '2-hydroxypentanoate', 'L-2-hydroxyisocaproate', 'L-alpha-hydroxy-beta-methylvalerate', 'L-lactate', 'L-malic acid', 'O2', 'O2 [CPD:C00007]', 'glycerate', 'glycolate', 'glyoxylate', 'lactate', 'more']","['(4-chlorophenyl)pyruvate', '(4-hydroxyphenyl)pyruvate', '(4-methoxyphenyl)pyruvate', '(4-methylphenyl)pyruvate', '(4-nitrophenyl)pyruvate', '2-oxobutanoate', '2-oxopentanoate', '3-methyl-2-oxopentanoate', '?', 'H2O2', 'H2O2 [CPD:C00027]', 'hydroxypyruvate', 'oxalate', 'phenylpyruvate', 'pyruvate', 'pyruvate [CPD:C00022];']",0,0,0
5-(hydroxymethyl)furfural:oxygen oxidoreductase,"['(R)-1-phenylethanol', '(S)-1-phenylethanol', '2 H2O', '2,5-diformylfuran', '2,5-hydroxymethylfurancarboxylic acid', '3 O2', '4-(hydroxymethyl)benzaldehyde', '4-hydroxy-3-methoxybenzyl alcohol', '5-(dihydroxymethyl)furan-2-carbaldehyde', '5-(dihydroxymethyl)furan-2-carbaldehyde [CPD:C20900];', '5-(dihydroxymethyl)furan-2-carboxylate', '5-(dihydroxymethyl)furan-2-carboxylate [CPD:C20901]', '5-(hydroxymethyl)furan-2-carboxylic acid', '5-(hydroxymethyl)furfural', '5-formylfuran-2-carboxylate', '5-formylfuran-2-carboxylate [CPD:C20449];', '5-hydroxymethylfurfural', '5-hydroxymethylfurfural [CPD:C11101];', 'H2O', 'H2O [CPD:C00001];', 'O2', 'O2 [CPD:C00007];', 'furan-2,5-dicarbaldehyde', 'furan-2,5-dicarbaldehyde [CPD:C20899];', 'more', 'terephthaldehyde']","['2,5-diformylfuran', '2,5-furandicarboxylic acid', '2,5-hydroxymethylfurancarboxylic acid', '3 H2O2', '4-hydroxy-3-methoxybenzaldehyde', '5-(dihydroxymethyl)furan-2-carbaldehyde', '5-(dihydroxymethyl)furan-2-carbaldehyde [CPD:C20900];', '5-(dihydroxymethyl)furan-2-carboxylate', '5-(dihydroxymethyl)furan-2-carboxylate [CPD:C20901]', '5-(hydroxymethyl)furan-2-carboxylic acid', '5-formylfuran-2-carboxylate', '5-formylfuran-2-carboxylate [CPD:C20449];', '?', 'H2O2', 'H2O2 [CPD:C00027];', 'acetophenone', 'furan-2,5-dicarbaldehyde', 'furan-2,5-dicarbaldehyde [CPD:C20899];', 'furan-2,5-dicarboxylate', 'furan-2,5-dicarboxylate [CPD:C20450];']",0,0,0
D-glutamate:oxygen oxidoreductase (deaminating),"['D-glutamate [CPD:C00217];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['2-oxoglutarate [CPD:C00026];', 'NH3 [CPD:C00014];', 'H2O2 [CPD:C00027]']",0,0,0
"Delta9 acyl-[glycerolipid],ferrocytochrome b5:oxygen oxidoreductase (6,7-cis-dehydrogenating)","['H+', 'H+ [CPD:C00080];', 'O2', 'O2 [CPD:C00007];', 'alpha-linolenoyl-[glycerolipid]', 'alpha-linolenoyl-[glycerolipid] [CPD:C21531];', 'ferrocytochrome b5', 'ferrocytochrome b5 [CPD:C00999];', 'linoleoyl-[glycerolipid]', 'linoleoyl-[glycerolipid] [CPD:C21529]', 'more']","['?', 'H2O', 'H2O [CPD:C00001];', 'ferricytochrome b5', 'ferricytochrome b5 [CPD:C00996];', 'gamma-linolenoyl-[glycerolipid]', 'stearidonoyl-[glycerolipid]', 'stearidonoyl-[glycerolipid];']",0,0,0
methylamine:L-glutamate N-methyltransferase,"['methylamine [CPD:C00218];', 'L-glutamate [CPD:C00025]']","['NH3 [CPD:C00014];', 'N-methyl-L-glutamate [CPD:C01046]']",0,0,0
"lactate:NAD+,ferredoxin oxidoreductase","['lactate [CPD:C01432];', 'NAD+ [CPD:C00003];', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]']","['pyruvate [CPD:C00022];', 'NADH [CPD:C00004];', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]']",0,0,0
S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase,"[""1-O-(2'-[N-acetyl-L-cysteinyl]amido-2'-deoxy-alpha-D-glucopyranosyl)-D-myo-inositol"", '1-butanol', '12-hydroxydodecanoic acid', 'NAD+', 'NAD+ [CPD:C00003]', 'NADH', 'S-(hydroxymethyl)mycothiol', 'S-(hydroxymethyl)mycothiol [CPD:C18235];', 'S-hydroxymethylmycothiol', 'S-nitrosomycothiol', 'formaldehyde', 'mycothiol']","['?', 'H+', 'H+ [CPD:C00080]', 'NAD+', 'NADH', 'NADH [CPD:C00004];', 'S-formylmycothiol', 'S-formylmycothiol [CPD:C06718];', 'formic acid', 'mycothiol', 'n-butanal']",0,0,0
